_id,name,native_name,birth_day,birth_month,gender,role,status,species,height,hair_color,has_hair,image_profile,image_banner,affiliations,abilities,forms,tags,game_properties
char_fritz,Fritz,フリッツ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781530698/entertainment_hub/characters/char_char_fritz_profile.png,,,,,,
char_fritz_lang,Fritz Lang,,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524508/entertainment_hub/characters/char_char_fritz_lang_profile.png,,,,,,
char_frodo,Frodo,フロド,,,male,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512904/entertainment_hub/characters/char_char_frodo_profile.png,,,,,,
char_fu_yamanaka,Fu Yamanaka,フー,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511429/entertainment_hub/characters/char_char_fu_yamanaka_profile.jpg,,,,,,
char_fubuki,Fubuki,フブキ,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531155/entertainment_hub/characters/char_char_fubuki_profile.png,,,,,,
char_fuen,Fuen,フエン,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511284/entertainment_hub/characters/char_char_fuen_profile.jpg,,,,,,
char_fugai,Fugai,フガイ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512926/entertainment_hub/characters/char_char_fugai_profile.jpg,,,,,,
char_fugaku_uchiha,Fugaku Uchiha,うちはフガク,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511149/entertainment_hub/characters/char_char_fugaku_uchiha_profile.png,,,,,,
char_fuguki_suikazan,Fuguki Suikazan,西瓜山河豚鬼,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511435/entertainment_hub/characters/char_char_fuguki_suikazan_profile.jpg,,,,,,
char_fujinuma_imouto,Fujinuma Imouto,藤沼妹,,,female,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512911/entertainment_hub/characters/char_char_fujinuma_imouto_profile.png,,,,,,
char_fujinuma_otouto,Fujinuma Otouto,藤沼弟,,,male,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512914/entertainment_hub/characters/char_char_fujinuma_otouto_profile.png,,,,,,
char_fujinuma_no_yuujin,Fujinuma no Yuujin,藤沼の友人,,,male,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512899/entertainment_hub/characters/char_char_fujinuma_no_yuujin_profile.png,,,,,,
char_fukaboshi,Fukaboshi,フカボシ,4,2,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511820/entertainment_hub/characters/char_char_fukaboshi_profile.jpg,,,,,,
char_fukai,Fukai,フカイ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511326/entertainment_hub/characters/char_char_fukai_profile.jpg,,,,,,
char_fuku,Fuku,ふく,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531261/entertainment_hub/characters/char_char_fuku_profile.jpg,,,,,,
char_fukurokuju,Fukurokuju,福ロクジュ,29,3,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512421/entertainment_hub/characters/char_char_fukurokuju_profile.png,,,,,,
char_fukusuke_hikyakuya,Fukusuke Hikyakuya,飛脚屋フクスケ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511254/entertainment_hub/characters/char_char_fukusuke_hikyakuya_profile.png,,,,,,
char_fumi,Fumi,ふみ,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512774/entertainment_hub/characters/char_char_fumi_profile.png,,,,,,
char_fumi_chichi,Fumi Chichi,ふみ父,,,male,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512804/entertainment_hub/characters/char_char_fumi_chichi_profile.png,,,,,,
char_fumihiko_takaba,Fumihiko Takaba,髙羽史彦,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512850/entertainment_hub/characters/char_char_fumihiko_takaba_profile.png,,,,,,
char_furido,Furido,フリド,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511286/entertainment_hub/characters/char_char_furido_profile.jpg,,,,,,
char_furlan_church,Furlan Church,ファーラン・チャーチ,,,male,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531064/entertainment_hub/characters/char_char_furlan_church_profile.jpg,,,,,,
char_furofoki,Furofoki,,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511426/entertainment_hub/characters/char_char_furofoki_profile.png,,,,,,
char_furudate,Furudate,フルダテ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512829/entertainment_hub/characters/char_char_furudate_profile.png,,,,,,
char_fuu,Fuu,フウ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511318/entertainment_hub/characters/char_char_fuu_profile.jpg,,,,,,
char_fuyuki_kuroya,Fuyuki Kuroya,黒谷フユキ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523980/entertainment_hub/characters/char_char_fuyuki_kuroya_profile.png,,,,,,
char_gaara,Gaara,我愛羅,19,1,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511645/entertainment_hub/characters/char_char_gaara_profile.png,,,,,,
char_gabby,Gabby,ガブちゃん,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523964/entertainment_hub/characters/char_char_gabby_profile.jpg,,,,,,
char_gabi_braun,Gabi Braun,ガビ・ブラウン,14,4,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512532/entertainment_hub/characters/char_char_gabi_braun_profile.png,,,,,,
char_gabi_chichi,Gabi Chichi,ガビ父,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512597/entertainment_hub/characters/char_char_gabi_chichi_profile.png,,,,,,
char_gabi_no_haha,Gabi no Haha,ガビの母,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512603/entertainment_hub/characters/char_char_gabi_no_haha_profile.png,,,,,,
char_gabriel,Gabriel,ガブリエル,,,,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523982/entertainment_hub/characters/char_char_gabriel_profile.png,,,,,,
char_gaimon,Gaimon,ガイモン,5,8,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511986/entertainment_hub/characters/char_char_gaimon_profile.png,,,,,,
char_gakkou_chou,Gakkou-chou,学校長,,,male,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512907/entertainment_hub/characters/char_char_gakkou_chou_profile.png,,,,,,
char_gal,Gal,ギャル,,,female,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512908/entertainment_hub/characters/char_char_gal_profile.png,,,,,,
char_galdino,Galdino,ギャルディーノ,3,3,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512982/entertainment_hub/characters/char_char_galdino_profile.png,,,,,,
char_galette_charlotte,Galette Charlotte,シャーロット・ガレット,19,10,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512198/entertainment_hub/characters/char_char_galette_charlotte_profile.png,,,,,,
char_galley,Galley,ギャリー,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781589927/entertainment_hub/characters/char_char_galley_profile.png,,,,,,
char_gama_pyonnosuke,Gama Pyonnosuke,ガマ・ピョンの助,,,,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512524/entertainment_hub/characters/char_char_gama_pyonnosuke_profile.jpg,,,,,,
char_gamabunta,Gamabunta,ガマブン太,3,1,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511228/entertainment_hub/characters/char_char_gamabunta_profile.jpg,,,,,,
char_gamahiro,Gamahiro,ガマヒロ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511328/entertainment_hub/characters/char_char_gamahiro_profile.jpg,,,,,,
char_gamaken,Gamaken,ガマケン,11,10,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511345/entertainment_hub/characters/char_char_gamaken_profile.jpg,,,,,,
char_gamakichi,Gamakichi,ガマ吉,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511210/entertainment_hub/characters/char_char_gamakichi_profile.jpg,,,,,,
char_gamatatsu,Gamatatsu,ガマ竜,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511209/entertainment_hub/characters/char_char_gamatatsu_profile.jpg,,,,,,
char_gameru,Gameru,ガメル,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511367/entertainment_hub/characters/char_char_gameru_profile.png,,,,,,
char_gan_fall,Gan Fall,ガン・フォール,22,12,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511806/entertainment_hub/characters/char_char_gan_fall_profile.png,,,,,,
char_ganju_shiba,Ganju Shiba,志波岩鷲,15,10,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523830/entertainment_hub/characters/char_char_ganju_shiba_profile.jpg,,,,,,
char_ganryu,Ganryu,巌龍,,,male,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523933/entertainment_hub/characters/char_char_ganryu_profile.jpg,,,,,,
char_ganryuu,Ganryuu,眼竜,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512366/entertainment_hub/characters/char_char_ganryuu_profile.png,,,,,,
char_gantetsu,Gantetsu,丸鉄,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511275/entertainment_hub/characters/char_char_gantetsu_profile.jpg,,,,,,
char_garaga,Garaga,ガラガ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511569/entertainment_hub/characters/char_char_garaga_profile.png,,,,,,
char_gardner,Gardner,ガードナー,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524461/entertainment_hub/characters/char_char_gardner_profile.png,,,,,,
char_garfiel,Garfiel,ガーフィール,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524459/entertainment_hub/characters/char_char_garfiel_profile.png,,,,,,
char_gari,Gari,ガリ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511463/entertainment_hub/characters/char_char_gari_profile.jpg,,,,,,
char_garo,Garo,ガロウ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511605/entertainment_hub/characters/char_char_garo_profile.jpg,,,,,,
char_garogai,Garogai,我緑涯,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523911/entertainment_hub/characters/char_char_garogai_profile.jpg,,,,,,
char_garou,Garou,ガロウ,,,male,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531112/entertainment_hub/characters/char_char_garou_profile.png,,,,,,
char_garp,Garp,ガープ,2,5,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511842/entertainment_hub/characters/char_char_garp_profile.jpg,,,,,,
char_garuda,Garuda,凰輪,,,,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512873/entertainment_hub/characters/char_char_garuda_profile.png,,,,,,
char_gataro,Gataro,ガタロ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511362/entertainment_hub/characters/char_char_gataro_profile.png,,,,,,
char_gatou,Gatou,ガトー,30,4,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511274/entertainment_hub/characters/char_char_gatou_profile.png,,,,,,
char_gatsu,Gatsu,ガツ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511146/entertainment_hub/characters/char_char_gatsu_profile.png,,,,,,isHuman;isAssassin;usesSword;isAlive
char_gazelleman,Gazelleman,ガゼルマン,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512209/entertainment_hub/characters/char_char_gazelleman_profile.png,,,,,,
char_gedatsu,Gedatsu,,10,8,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511990/entertainment_hub/characters/char_char_gedatsu_profile.png,,,,,,
char_gekkou,Gekkou,ゲッコウ,,,,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511612/entertainment_hub/characters/char_char_gekkou_profile.jpg,,,,,,
char_gelgar,Gelgar,ゲルガー,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512651/entertainment_hub/characters/char_char_gelgar_profile.jpg,,,,,,
char_gem,Gem,ジェム,26,7,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512176/entertainment_hub/characters/char_char_gem_profile.png,,,,,,
char_gen_katsugi,Gen Katsugi,かつぎゲン,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511598/entertainment_hub/characters/char_char_gen_katsugi_profile.png,,,,,,
char_genbou,Genbou,ゲンボウ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511755/entertainment_hub/characters/char_char_genbou_profile.png,,,,,,
char_gengetsu_hoozuki,Gengetsu Hoozuki,鬼灯幻月,26,10,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511386/entertainment_hub/characters/char_char_gengetsu_hoozuki_profile.png,,,,,,
char_genma_shiranui,Genma Shiranui,不知火ゲンマ,17,7,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512916/entertainment_hub/characters/char_char_genma_shiranui_profile.png,,,,,,
char_genno,Genno,,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511195/entertainment_hub/characters/char_char_genno_profile.jpg,,,,,,
char_genos,Genos,ジェノス,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531143/entertainment_hub/characters/char_char_genos_profile.jpg,,,,,,
char_genryuusai_yamamoto,Genryuusai Yamamoto,山本元柳斎重國,21,1,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523872/entertainment_hub/characters/char_char_genryuusai_yamamoto_profile.jpg,,,,,,
char_genus_hakase,Genus Hakase,ジーナス博士,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531152/entertainment_hub/characters/char_char_genus_hakase_profile.jpg,,,,,,
char_genya_shinazugawa,Genya Shinazugawa,不死川玄弥,7,1,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531252/entertainment_hub/characters/char_char_genya_shinazugawa_profile.jpg,,,,,,
char_genyuumaru,Genyuumaru,幻幽丸,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511261/entertainment_hub/characters/char_char_genyuumaru_profile.png,,,,,,
char_genzo,Genzo,ゲンゾウ,17,6,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511954/entertainment_hub/characters/char_char_genzo_profile.jpg,,,,,,
char_gerald,Gerald,ゲラルド,,,,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512629/entertainment_hub/characters/char_char_gerald_profile.png,,,,,,
char_gerard_valkyrie,Gerard Valkyrie,ジェラルド・ヴァルキリー,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523793/entertainment_hub/characters/char_char_gerard_valkyrie_profile.png,,,,,,
char_gerd,Gerd,ゲルズ,25,2,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512961/entertainment_hub/characters/char_char_gerd_profile.png,,,,,,
char_gerotora,Gerotora,ゲロ寅,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511450/entertainment_hub/characters/char_char_gerotora_profile.png,,,,,,
char_gerth,Gerth,ゲルズ,25,2,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512303/entertainment_hub/characters/char_char_gerth_profile.png,,,,,,
char_giberson,Giberson,ギバーソン,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512154/entertainment_hub/characters/char_char_giberson_profile.png,,,,,,
char_giichi,Giichi,ギイチ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511272/entertainment_hub/characters/char_char_giichi_profile.png,,,,,,
char_gild_tesoro,Gild Tesoro,ギルド・テゾーロ,24,1,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512510/entertainment_hub/characters/char_char_gild_tesoro_profile.jpg,,,,,,
char_gimlet,Gimlet,ギムレット,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511769/entertainment_hub/characters/char_char_gimlet_profile.png,,,,,,
char_gin_ichimaru,Gin Ichimaru,市丸ギン,10,9,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523946/entertainment_hub/characters/char_char_gin_ichimaru_profile.png,,,,,,
char_gina,Gina,ジーナ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512270/entertainment_hub/characters/char_char_gina_profile.png,,,,,,
char_ginkaku,Ginkaku,銀角,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511472/entertainment_hub/characters/char_char_ginkaku_profile.jpg,,,,,,
char_ginny,Ginny,ジニー,21,10,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512516/entertainment_hub/characters/char_char_ginny_profile.jpg,,,,,,
char_ginrummy,Ginrummy,ジンラミー,23,1,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511722/entertainment_hub/characters/char_char_ginrummy_profile.png,,,,,,
char_giolio_comanche,Giolio Comanche,ジョリオ・コマンチ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524486/entertainment_hub/characters/char_char_giolio_comanche_profile.png,,,,,,
char_giolla,Giolla,ジョーラ,25,1,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512507/entertainment_hub/characters/char_char_giolla_profile.png,,,,,,
char_gion,Gion,ギオン,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512211/entertainment_hub/characters/char_char_gion_profile.png,,,,,,
char_giselle_gewelle,Giselle Gewelle ,ジゼル・ジュエル,24,12,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523784/entertainment_hub/characters/char_char_giselle_gewelle_profile.jpg,,,,,,
char_gismonda,Gismonda,ジスモンダ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512496/entertainment_hub/characters/char_char_gismonda_profile.png,,,,,,
char_giyuu_tomioka,Giyuu Tomioka,冨岡義勇,8,2,male,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531246/entertainment_hub/characters/char_char_giyuu_tomioka_profile.png,,,,,,
char_gladius,Gladius,グラディウス,6,8,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512185/entertainment_hub/characters/char_char_gladius_profile.jpg,,,,,,
char_gloriosa,Gloriosa,グロリオーサ,4,2,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511763/entertainment_hub/characters/char_char_gloriosa_profile.jpg,,,,,,
char_gluttony,Gluttony,グラトニー,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524450/entertainment_hub/characters/char_char_gluttony_profile.jpg,,,,,,
char_gofukuya,Gofukuya,呉服屋,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531223/entertainment_hub/characters/char_char_gofukuya_profile.png,,,,,,
char_gojou,Gojou,ゴジョウ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511589/entertainment_hub/characters/char_char_gojou_profile.png,,,,,,
char_goldberg,Goldberg,ゴールドバーグ,11,5,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512294/entertainment_hub/characters/char_char_goldberg_profile.png,,,,,,
char_gonzales,Gonzales,ゴンザレス,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524504/entertainment_hub/characters/char_char_gonzales_profile.png,,,,,,
char_gonzo_kagemori,Gonzo Kagemori,影森ゴンゾウ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523951/entertainment_hub/characters/char_char_gonzo_kagemori_profile.png,,,,,,
char_gonzou,Gonzou,権造,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781513072/entertainment_hub/characters/char_char_gonzou_profile.jpg,,,,,,
char_gordon,Gordon,ゴードン,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781530712/entertainment_hub/characters/char_char_gordon_profile.png,,,,,,
char_gorobe,Gorobe,ごろ兵衛,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512222/entertainment_hub/characters/char_char_gorobe_profile.png,,,,,,
char_gotou,Gotou,後藤,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524050/entertainment_hub/characters/char_char_gotou_profile.jpg,,,,,,
char_gotti,Gotti,ゴッティ,21,5,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512392/entertainment_hub/characters/char_char_gotti_profile.png,,,,,,
char_gouka_no_flame,Gouka no Flame,業火のフレイム,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531185/entertainment_hub/characters/char_char_gouka_no_flame_profile.png,,,,,,
char_gouzu,Gouzu,業頭,6,6,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511178/entertainment_hub/characters/char_char_gouzu_profile.png,,,,,,
char_gozu,Gozu,牛頭,,,,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523771/entertainment_hub/characters/char_char_gozu_profile.png,,,,,,
char_gracia_hughes,Gracia Hughes,グレイシア・ヒューズ,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524402/entertainment_hub/characters/char_char_gracia_hughes_profile.png,,,,,,
char_grand_basque,Grand Basque,バスク・グラン,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524389/entertainment_hub/characters/char_char_grand_basque_profile.jpg,,,,,,
char_grand_fisher,Grand Fisher,グランドフィッシャー,,,,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523944/entertainment_hub/characters/char_char_grand_fisher_profile.jpg,,,,,,
char_greed,Greed,グリード,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524429/entertainment_hub/characters/char_char_greed_profile.jpg,,,,,,
char_greiz,Greiz,グリーズ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512539/entertainment_hub/characters/char_char_greiz_profile.png,,,,,,
char_gremmy_thoumeaux,Gremmy Thoumeaux,グレミィ・トゥミュー,30,6,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523893/entertainment_hub/characters/char_char_gremmy_thoumeaux_profile.png,,,,,,
char_grice,Grice,グライス,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512593/entertainment_hub/characters/char_char_grice_profile.png,,,,,,
char_grimmjow_jaegerjaquez,Grimmjow Jaegerjaquez,グリムジョー・ジャガージャック,31,7,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523780/entertainment_hub/characters/char_char_grimmjow_jaegerjaquez_profile.jpg,,,,,,
char_grisha_yeager,Grisha Yeager,グリシャ・イェーガー,26,1,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512587/entertainment_hub/characters/char_char_grisha_yeager_profile.jpg,,,,,,
char_grisha_no_chichi_yeager,Grisha no Chichi Yeager,グリシャの父・イェーガー,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512565/entertainment_hub/characters/char_char_grisha_no_chichi_yeager_profile.png,,,,,,
char_grisha_no_haha_yeager,Grisha no Haha Yeager,グリシャの母・イェーガー,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512575/entertainment_hub/characters/char_char_grisha_no_haha_yeager_profile.png,,,,,,
char_gross,Gross,グロス,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531090/entertainment_hub/characters/char_char_gross_profile.png,,,,,,
char_grumman,Grumman,グラマン,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524399/entertainment_hub/characters/char_char_grumman_profile.png,,,,,,
char_guarana,Guarana,ガラナ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511800/entertainment_hub/characters/char_char_guarana_profile.jpg,,,,,,
char_guenael_lee,Guenael Lee,グエナエル・リー,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523895/entertainment_hub/characters/char_char_guenael_lee_profile.png,,,,,,
char_guernica,Guernica,ゲルニカ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512491/entertainment_hub/characters/char_char_guernica_profile.png,,,,,,
char_gunjo,Gunjo,群青,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523914/entertainment_hub/characters/char_char_gunjo_profile.jpg,,,,,,
char_gunko_manmayer,Gunko Manmayer,マンマイヤー軍子,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512979/entertainment_hub/characters/char_char_gunko_manmayer_profile.png,,,,,,
